94,1,445,86741
95,1,445,86743
96,1,445,86740
97,1,445,89964
98,1,445,86742
99,1,445,86793
100,1,445,86739
101,1,445,89965
102,1,445,86747
103,1,445,89966
104,1,445,86748
105,1,445,86746
106,1,445,86745
107,1,445,86744
111,1,445,85922
112,1,445,85923
113,1,445,85924
114,1,445,85925
115,1,445,85926
116,1,445,85975
117,1,445,85976
118,1,445,85977
119,1,445,85978
120,1,445,85979
121,1,445,86134
122,1,445,87012
123,1,445,87013
124,1,445,87014
125,1,445,87015
126,1,445,87016
127,1,445,87017
128,1,445,87018
129,1,445,87019
130,1,445,87020
131,1,445,87021
132,1,445,87060
133,1,445,89766
134,1,445,89767
135,1,445,89768
136,1,445,89929
137,1,445,89930
138,1,445,89931
149,1,451,89438
152,1,451,81058
1236,1,451,81059
1237,1,451,81060
1238,1,451,81061
1239,1,451,81062
1240,1,451,81063
1241,1,451,81064
1242,1,451,81065
1243,1,451,81066
1244,1,451,81067
1245,1,451,81068
1246,1,451,81069
1247,1,451,81070
1248,1,451,81071
1249,1,451,81072
1250,1,451,81073
1251,1,451,81074
1252,1,451,81075
1253,1,451,81076
1254,1,451,81077
1255,1,451,81078
1256,1,451,81079
1257,1,451,81080
1258,1,451,81081
1259,1,451,81082
1260,1,451,81083
1261,1,451,81084
1262,1,451,81085
1263,1,451,81086
1264,1,451,81087
1265,1,451,81088
1266,1,451,81089
1267,1,451,81090
1268,1,451,81091
1269,1,451,81092
1270,1,451,81093
1271,1,451,81094
1272,1,451,81095
1273,1,451,81096
1274,1,451,81097
1275,1,451,81098
1276,1,451,81099
1277,1,451,81100
1278,1,451,81101
1279,1,451,81102
1280,1,451,81103
1281,1,451,81104
1282,1,451,81105
1283,1,451,81106
1284,1,451,81107
1285,1,451,81108
1286,1,451,81109
1287,1,451,81110
1288,1,451,81111
1289,1,451,81112
1290,1,451,81113
1291,1,451,81114
1292,1,451,81123
1293,1,451,81124
1294,1,451,81125
1295,1,451,81126
1296,1,451,81127
1297,1,451,81128
1298,1,451,81129
1299,1,451,81130
1300,1,451,81131
1301,1,451,81132
1302,1,451,81133
1303,1,451,81134
1304,1,451,81135
1305,1,451,81136
1306,1,451,81138
1307,1,451,81139
1308,1,451,81140
1309,1,451,81141
1310,1,451,81179
1311,1,451,81180
1312,1,451,81181
1313,1,451,81182
1314,1,451,81184
1315,1,451,81185
1316,1,451,81186
1317,1,451,81187
1318,1,451,81188
1319,1,451,81189
1320,1,451,81190
1321,1,451,81191
1322,1,451,81192
1323,1,451,81229
1324,1,451,81230
1325,1,451,81232
1326,1,451,81233
1327,1,451,81234
1328,1,451,81235
1329,1,451,81236
1330,1,451,81237
1331,1,451,81238
1332,1,451,81239
1333,1,451,81240
1334,1,451,81241
1335,1,451,81242
1336,1,451,81243
1337,1,451,81244
1338,1,451,81245
1339,1,451,81246
1340,1,451,81247
1341,1,451,81248
1342,1,451,81249
1343,1,451,81251
1344,1,451,81252
1345,1,451,81253
1346,1,451,81254
1347,1,451,81255
1348,1,451,81256
1349,1,451,81257
1350,1,451,81262
1351,1,451,81263
1352,1,451,81264
1353,1,451,81265
1354,1,451,81266
1355,1,451,81267
1356,1,451,81268
1357,1,451,81270
1358,1,451,81271
1359,1,451,81272
1360,1,451,81273
1361,1,451,81274
1362,1,451,81275
1363,1,451,81276
1364,1,451,81277
1365,1,451,81279
1366,1,451,81280
1367,1,451,81281
1368,1,451,81282
1369,1,451,81283
1370,1,451,81284
1371,1,451,81285
1372,1,451,81286
1373,1,451,81287
1374,1,451,81288
1375,1,451,81289
1376,1,451,81290
1377,1,451,81291
1378,1,451,81292
1379,1,451,81560
1380,1,451,81561
1381,1,451,81562
1382,1,451,81563
1383,1,451,81564
1384,1,451,81565
1385,1,451,81566
1386,1,451,81567
1387,1,451,81568
1388,1,451,81569
1389,1,451,81570
1390,1,451,81571
1391,1,451,81572
1392,1,451,81573
1393,1,451,81574
1394,1,451,81575
1395,1,451,81576
1396,1,451,81577
1397,1,451,81578
1398,1,451,81687
1399,1,451,81688
1400,1,451,81689
1401,1,451,81690
1402,1,451,81691
1403,1,451,81692
1404,1,451,81693
1405,1,451,81694
1406,1,451,81695
1407,1,451,81696
1408,1,451,81697
1409,1,451,81698
1410,1,451,81699
1411,1,451,81700
1412,1,451,82812
1413,1,451,82813
1414,1,451,82814
1415,1,451,82815
1416,1,451,82816
1417,1,451,82817
1418,1,451,82818
1419,1,451,82819
1420,1,451,82820
1421,1,451,82821
1422,1,451,82822
1423,1,451,82823
1424,1,451,82824
1425,1,451,82825
1426,1,451,82826
1427,1,451,82827
1428,1,451,82828
1429,1,451,82847
1430,1,451,82848
1431,1,451,82850
1432,1,451,82851
1433,1,451,82852
1434,1,451,82853
1435,1,451,82854
1436,1,451,82855
1437,1,451,82856
1438,1,451,82857
1439,1,451,82858
1440,1,451,82860
1441,1,451,82861
1442,1,451,82862
1443,1,451,82968
1444,1,451,82969
1445,1,451,82970
1446,1,451,82971
1447,1,451,82972
1448,1,451,82973
1449,1,451,82974
1450,1,451,85567
1451,1,451,88995
1452,1,451,89232
1453,1,451,89392
1454,1,451,89393
1455,1,451,89394
1456,1,451,89395
1457,1,451,89396
1458,1,451,89397
1459,1,451,89398
1460,1,451,89399
1461,1,451,89400
1462,1,451,89435
1463,1,451,89437
1464,1,451,89439
1465,1,451,89440
1466,1,451,89441
1467,1,451,89442
1468,1,451,89443
1469,1,451,89444
1470,1,451,89445
1471,1,451,89446
1472,1,451,89447
1473,1,451,89448
1474,1,451,89449
1475,1,451,89450
1476,1,451,89451
1477,1,451,89452
1478,1,451,89453
1479,1,451,89454
1480,1,451,89455
1481,1,451,89456
1482,1,451,89457
1483,1,451,89458
1484,1,451,89459
1485,1,451,89460
1486,1,451,89461
1487,1,451,89462
1488,1,451,89463
1489,1,451,89464
1490,1,451,89465
1491,1,451,89466
1492,1,451,89467
1493,1,451,89468
1494,1,451,89469
1495,1,451,89470
1496,1,451,89471
1497,1,451,89472
1498,1,451,89473
1499,1,451,89474
