2,9,0,0,1,0,0,0,1,0,0,0,0,0,8034,0,0,0.0000,0.0000,0.0000,0,"Frostbrand",
5,9,0,0,1,0,0,0,0,0,0,100,0,0,10400,0,0,0.0000,0.0000,0.0000,0,"Flametongue",
13,33,0,-1,5,1,0,0,2,0,0,3,0,0,0,0,0,1.0000,0.0000,0.0000,0,"Sharpened (+$k1 Damage)",
14,33,0,-1,15,15,0,0,2,0,0,4,0,0,0,0,0,0.3637,0.0000,0.0000,0,"Sharpened (+$k1 Damage)",
15,32,0,-4,1,60,0,0,4,0,0,8,0,0,0,0,0,1.3330,0.0000,0.0000,2831,"Reinforced (+$k1 Armor)",
16,32,0,-4,5,60,0,0,4,0,0,16,0,0,0,0,0,2.6660,0.0000,0.0000,2832,"Reinforced (+$k1 Armor)",
17,32,0,-4,20,60,0,0,4,0,0,24,0,0,0,0,0,4.0000,0.0000,0.0000,2833,"Reinforced (+$k1 Armor)",
18,32,0,-4,30,60,0,0,4,0,0,32,0,0,0,0,0,5.3330,0.0000,0.0000,10344,"Reinforced (+$k1 Armor)",
19,33,0,-1,1,1,0,0,2,0,0,2,0,0,0,0,0,0.6667,0.0000,0.0000,0,"Weighted (+$k1 Damage)",
20,33,0,-1,1,1,0,0,2,0,0,3,0,0,0,0,0,1.0000,0.0000,0.0000,0,"Weighted (+$k1 Damage)",
21,33,0,-1,15,15,0,0,2,0,0,4,0,0,0,0,0,0.3637,0.0000,0.0000,0,"Weighted (+$k1 Damage)",
24,32,0,-4,1,60,0,0,5,0,0,5,0,0,0,0,0,0.8330,0.0000,0.0000,7443,"+$k1 Mana",
25,0,0,0,24,24,0,0,1,0,0,15,0,0,14122,0,0,0.0000,0.0000,0.0000,0,"Shadow Oil",
26,0,0,0,30,0,0,0,1,0,0,10,0,0,96089,0,0,0.0000,0.0000,0.0000,0,"Frost Oil",
27,0,0,0,1,0,0,0,2,0,0,-10,0,0,0,0,0,0.0000,0.0000,0.0000,0,"Sundered",
28,0,0,0,1,0,0,0,3,0,0,0,0,0,7438,0,0,0.0000,0.0000,0.0000,0,"+4 All Resistances",
30,32,0,-4,5,60,0,0,2,0,0,1,0,0,0,0,0,0.1660,0.0000,0.0000,3974,"Scope (+$k1 Damage)",
31,0,0,0,1,0,0,0,3,0,0,0,0,0,7433,0,0,0.0000,0.0000,0.0000,0,"+4 Beastslaying",
32,32,0,-4,10,60,0,0,2,0,0,2,0,0,0,0,0,0.3330,0.0000,0.0000,3975,"Scope (+$k1 Damage)",
33,33,0,-4,20,60,0,0,2,0,0,3,0,0,0,0,0,0.5000,0.0000,0.0000,3976,"Scope (+$k1 Damage)",
34,32,0,-4,1,60,0,0,5,0,0,20,0,0,36,0,0,3.3330,0.0000,0.0000,7218,"Counterweight (+$k1 Haste)",
36,0,0,0,1,0,0,0,1,0,0,15,0,0,6297,0,0,0.0000,0.0000,0.0000,6296,"Enchant: Fiery Blaze",
37,0,0,0,1,0,0,0,3,0,0,0,0,0,43588,0,0,0.0000,0.0000,0.0000,7220,"Steel Weapon Chain",
38,0,0,0,1,0,0,0,5,0,0,5,0,0,13,0,0,0.0000,0.0000,0.0000,0,"+$k1 Dodge",
39,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0.0000,0.0000,0.0000,0,"Sharpened (+$k1 Damage)",
40,33,0,-1,1,1,0,0,2,0,0,2,0,0,0,0,0,0.6700,0.0000,0.0000,0,"Sharpened (+$k1 Damage)",
41,32,0,-4,1,60,0,0,5,0,0,5,0,0,1,0,0,0.8330,0.0000,0.0000,7420,"+$k1 Health",
43,0,0,0,1,0,0,0,3,0,0,0,0,0,9784,0,0,0.0000,0.0000,0.0000,7216,"Iron Spike (8-12)",
44,0,0,0,1,0,0,0,3,0,0,0,0,0,7445,0,0,0.0000,0.0000,0.0000,7426,"Absorption ($7423s1)",
63,0,0,0,1,0,0,0,3,0,0,0,0,0,7446,0,0,0.0000,0.0000,0.0000,13538,"Absorption ($7447s1)",
64,0,0,0,1,0,0,0,5,0,0,3,0,0,6,0,0,0.0000,0.0000,0.0000,0,"+$k1 Spirit",
65,0,0,0,1,0,0,0,3,0,0,0,0,0,7452,0,0,0.0000,0.0000,0.0000,0,"+$7452s1 All Resistances",
66,32,0,-4,1,60,0,0,5,0,0,1,0,0,7,0,0,0.1660,0.0000,0.0000,7863,"+$k1 Stamina",
67,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.0000,0.0000,0.0000,0,"+$k1 Damage",
68,0,0,0,0,0,0,0,5,0,0,1,0,0,4,0,0,0.0000,0.0000,0.0000,0,"+$k1 Strength",
69,0,0,0,0,0,0,0,5,0,0,2,0,0,4,0,0,0.0000,0.0000,0.0000,0,"+$k1 Strength",
70,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,0,0.0000,0.0000,0.0000,0,"+$k1 Strength",
71,0,0,0,0,0,0,0,5,0,0,1,0,0,7,0,0,0.0000,0.0000,0.0000,0,"+$k1 Stamina",
72,0,0,0,0,0,0,0,5,0,0,2,0,0,7,0,0,0.0000,0.0000,0.0000,0,"+$k1 Stamina",
73,0,0,0,0,0,0,0,5,0,0,3,0,0,7,0,0,0.0000,0.0000,0.0000,0,"+$k1 Stamina",
74,0,0,0,0,0,0,0,5,0,0,1,0,0,3,0,0,0.0000,0.0000,0.0000,0,"+$k1 Agility",
75,32,0,-3,0,60,0,0,5,0,0,2,0,0,3,0,0,0.4000,0.0000,0.0000,0,"+$k1 Agility",
76,32,0,-3,0,60,0,0,5,0,0,3,0,0,3,0,0,0.6000,0.0000,0.0000,0,"+$k1 Agility",
77,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0.0000,0.0000,0.0000,0,"+$k1 Damage",
78,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0.0000,0.0000,0.0000,0,"+$k1 Damage",
79,0,0,0,0,0,0,0,5,0,0,1,0,0,5,0,0,0.0000,0.0000,0.0000,0,"+$k1 Intellect",
80,0,0,0,0,0,0,0,5,0,0,2,0,0,5,0,0,0.0000,0.0000,0.0000,0,"+$k1 Intellect",
81,32,0,-5,0,70,0,0,5,0,0,3,0,0,5,0,0,0.3000,0.0000,0.0000,0,"+$k1 Intellect",
82,0,0,0,0,0,0,0,5,0,0,1,0,0,6,0,0,0.0000,0.0000,0.0000,0,"+$k1 Spirit",
83,0,0,0,0,0,0,0,5,0,0,2,0,0,6,0,0,0.0000,0.0000,0.0000,0,"+$k1 Spirit",
84,0,0,0,0,0,0,0,5,0,0,3,0,0,6,0,0,0.0000,0.0000,0.0000,0,"+$k1 Spirit",
85,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0.0000,0.0000,0.0000,0,"+$k1 Armor",
86,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0.0000,0.0000,0.0000,0,"+$k1 Armor",
87,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0.0000,0.0000,0.0000,0,"+$k1 Armor",
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0,
89,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0.0000,0.0000,0.0000,0,"+$k1 Armor",
90,32,0,-5,0,70,0,0,5,0,0,4,0,0,3,0,0,0.4000,0.0000,0.0000,0,"+$k1 Agility",
91,0,0,0,0,0,0,0,5,0,0,5,0,0,3,0,0,0.0000,0.0000,0.0000,0,"+$k1 Agility",
92,0,0,0,0,0,0,0,5,0,0,6,0,0,3,0,0,0.0000,0.0000,0.0000,0,"+$k1 Agility",
93,0,0,0,0,0,0,0,5,0,0,7,0,0,3,0,0,0.0000,0.0000,0.0000,0,"+$k1 Agility",
94,32,0,-5,0,70,0,0,5,0,0,4,0,0,5,0,0,0.4000,0.0000,0.0000,0,"+$k1 Intellect",
95,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,0.0000,0.0000,0.0000,0,"+$k1 Intellect",
96,0,0,0,0,0,0,0,5,0,0,6,0,0,5,0,0,0.0000,0.0000,0.0000,0,"+$k1 Intellect",
97,0,0,0,0,0,0,0,5,0,0,7,0,0,5,0,0,0.0000,0.0000,0.0000,0,"+$k1 Intellect",
98,0,0,0,0,0,0,0,5,0,0,4,0,0,6,0,0,0.0000,0.0000,0.0000,0,"+$k1 Spirit",
99,0,0,0,0,0,0,0,5,0,0,5,0,0,6,0,0,0.0000,0.0000,0.0000,0,"+$k1 Spirit",
100,0,0,0,0,0,0,0,5,0,0,6,0,0,6,0,0,0.0000,0.0000,0.0000,0,"+$k1 Spirit",
101,0,0,0,0,0,0,0,5,0,0,7,0,0,6,0,0,0.0000,0.0000,0.0000,0,"+$k1 Spirit",
102,0,0,0,0,0,0,0,5,0,0,4,0,0,7,0,0,0.0000,0.0000,0.0000,0,"+$k1 Stamina",
103,0,0,0,0,0,0,0,5,0,0,5,0,0,7,0,0,0.0000,0.0000,0.0000,0,"+$k1 Stamina",
104,0,0,0,0,0,0,0,5,0,0,6,0,0,7,0,0,0.0000,0.0000,0.0000,0,"+$k1 Stamina",
105,0,0,0,0,0,0,0,5,0,0,7,0,0,7,0,0,0.0000,0.0000,0.0000,0,"+$k1 Stamina",
106,0,0,0,0,0,0,0,5,0,0,4,0,0,4,0,0,0.0000,0.0000,0.0000,0,"+$k1 Strength",
107,0,0,0,0,0,0,0,5,0,0,5,0,0,4,0,0,0.0000,0.0000,0.0000,0,"+$k1 Strength",
108,0,0,0,0,0,0,0,5,0,0,6,0,0,4,0,0,0.0000,0.0000,0.0000,0,"+$k1 Strength",
109,0,0,0,0,0,0,0,5,0,0,7,0,0,4,0,0,0.0000,0.0000,0.0000,0,"+$k1 Strength",
110,0,0,0,0,0,0,0,5,0,0,1,0,0,13,0,0,0.0000,0.0000,0.0000,0,"+$k1 Dodge",
111,0,0,0,0,0,0,0,5,0,0,2,0,0,13,0,0,0.0000,0.0000,0.0000,0,"+$k1 Dodge",
112,0,0,0,0,0,0,0,5,0,0,3,0,0,13,0,0,0.0000,0.0000,0.0000,0,"+$k1 Dodge",
113,0,0,0,0,0,0,0,5,0,0,4,0,0,13,0,0,0.0000,0.0000,0.0000,0,"+$k1 Dodge",
